400.000000, 0.756000
380.000000, 4.840000
360.000000, 8.688000
320.000000, 15.740000
280.000000, 21.984000
240.000000, 27.380000
200.000000, 31.764000
160.000000, 34.820000
120.000000, 36.012000
100.000000, 35.648000
80.000000, 34.424000
60.000000, 32.072000
40.000000, 28.096000
30.000000, 25.200000
20.000000, 21.328000
10.000000, 15.688000
5.000000, 11.364000
0.000000, 0.000000
5.000000, -11.364000
10.000000, -15.688000
20.000000, -21.328000
30.000000, -25.200000
40.000000, -28.096000
60.000000, -32.072000
80.000000, -34.424000
100.000000, -35.648000
120.000000, -36.012000
160.000000, -34.820000
200.000000, -31.764000
240.000000, -27.380000
280.000000, -21.984000
320.000000, -15.740000
360.000000, -8.688000
380.000000, -4.840000
400.000000, -0.756000
