42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
-683.58,-648.07,-648.07,-614.01,-579.74,-546.24,-512.85,-478.75
578.88,581.81,581.81,586.63,592.02,596.11,602.7,608.87
57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0
-719.09,-683.27,-648.0,-614.1,-579.24,-546.39,-512.89,-479.36
576.58,578.67,581.76,586.7,591.6,596.22,602.71,609.42
58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
-718.62,-683.13,-648.1,-614.37,-579.2,-546.32,-512.92,-479.54
576.29,578.58,581.83,586.89,591.56,596.16,602.74,609.6
59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
-718.54,-683.25,-648.1,-614.52,-579.25,-546.27,-512.87,-479.56
576.24,578.66,581.83,587.0,591.6,596.11,602.69,609.63
60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
-718.7,-683.25,-648.14,-614.5,-579.33,-546.22,-512.76,-479.38
576.35,578.62,581.86,586.99,591.67,596.07,602.59,609.43
63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0
-719.32,-682.97,-648.77,-613.53,-579.47,-546.22,-512.37,-478.47
576.72,578.56,582.26,586.25,591.78,596.05,602.24,608.41
64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
-719.21,-683.19,-648.64,-613.4,-579.42,-546.27,-512.61,-478.72
576.65,578.61,582.18,586.16,591.73,596.11,602.47,608.68
65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
-719.08,-683.14,-648.47,-613.42,-579.22,-546.27,-512.73,-478.86
576.58,578.59,582.08,586.19,591.56,596.13,602.58,608.84
66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
-718.9,-683.18,-648.3,-613.61,-578.94,-546.28,-512.67,-479.0
576.48,578.61,581.96,586.33,591.34,596.12,602.53,609.0
67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
-718.79,-683.22,-648.09,-613.59,-578.72,-546.24,-512.58,-479.0
576.4,578.65,581.82,586.36,591.14,596.09,602.43,608.99
68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0
-718.8,-683.35,-648.02,-613.73,-578.55,-546.21,-512.36,-478.94
576.4,578.73,581.78,586.42,591.0,596.05,602.39,608.93
69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0
-719.01,-683.46,-647.93,-613.79,-578.54,-546.21,-512.42,-478.76
576.53,578.81,581.71,586.47,591.0,596.06,602.45,608.73
70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
-719.39,-683.57,-647.82,-613.86,-578.73,-546.24,-512.58,-478.55
576.77,578.88,581.64,586.52,591.16,596.1,602.43,608.51
72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0
-720.25,-683.68,-647.87,-614.38,-579.71,-546.35,-512.68,-478.72
577.29,578.95,581.87,586.75,591.77,596.2,602.53,608.72
73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0
-720.44,-683.52,-648.54,-614.14,-579.2,-546.34,-512.73,-478.86
577.41,578.79,582.15,586.73,591.58,596.2,602.59,608.87
74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0
-720.3,-683.39,-648.52,-614.03,-579.26,-546.38,-512.78,-479.02
577.31,578.75,582.11,586.63,591.62,596.23,602.63,609.03
86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
-683.36,-648.7,-614.09,-579.44,-546.08,-546.08,-512.63,-478.54
578.72,582.21,586.67,591.75,595.95,595.95,602.47,608.63
