Snapshot = 0 .,Track_ID,x,y,z
,63,-581.784917,592.775974,656.96865
,68,-720.82384,577.457065,623.925933
,69,-614.255751,586.616583,726.895114
,71,-477.200388,608.593709,829.909566
,72,-682.762055,578.627688,763.048382
,73,-648.417794,582.061042,727.630371
,74,-649.648517,582.00508,622.965106
,75,-563.06894,594.27076,868.409855
,76,-648.835191,582.092453,692.500252
,78,-612.90019,586.025634,761.560317
Snapshot = 17 .,Track_ID,x,y,z
,2,-684.95616,579.200168,658.61091
,3,-683.383471,578.545897,693.011549
,5,-649.226121,581.890184,657.563709
,8,-647.226675,581.570436,762.361728
,9,-647.623132,582.041296,797.451354
,12,-616.562641,587.668699,657.19572
,13,-614.99023,586.907475,691.910081
,16,-612.985785,586.37907,796.618838
,17,-612.901495,586.587144,831.634366
,22,-578.824006,591.218449,761.525712
,23,-578.801802,591.509119,796.57429
,24,-578.280743,591.518645,831.300537
,25,-547.862914,596.474225,621.171485
,26,-546.999472,596.01328,656.109305
,27,-546.330135,596.0235,690.580431
,29,-547.042923,597.154852,760.942262
,31,-546.666741,597.350817,831.246158
,32,-513.134043,602.26171,655.438703
,34,-512.088995,602.121652,725.011287
,35,-511.738794,602.03314,759.955717
,37,-510.973307,601.882612,829.599788
,38,-480.20568,609.344852,620.66552
,39,-478.495974,608.509752,655.394933
,43,-478.077841,609.010856,795.307963
,47,-683.18434,578.534288,728.132836
,49,-681.539914,578.114058,797.651985
,50,-681.731851,578.497823,832.671124
,52,-513.974447,602.66161,620.419509
,59,-545.599974,596.288147,795.511704
,62,-683.952118,578.374456,623.534226
,63,-582.279523,593.171069,657.058078
,68,-721.169778,577.626257,623.963815
,69,-614.829453,587.022093,727.044476
,71,-476.903858,608.293069,829.726154
,72,-682.969351,578.759387,763.112482
,73,-648.2919,581.972225,727.597266
,74,-649.698203,582.029103,622.967939
,75,-563.170991,594.352301,868.458402
,76,-648.977694,582.166856,692.477867
,78,-612.924824,586.045352,761.562817
,79,-646.70688,581.895711,831.959419
Snapshot = 18 .,Track_ID,x,y,z
,2,-684.952938,579.196752,658.597023
,3,-683.308928,578.496739,692.991552
,5,-648.920176,581.655504,657.510108
,8,-647.839621,581.967226,762.543251
,9,-647.631853,582.044573,797.442078
,12,-616.488016,587.604155,657.173557
,13,-615.034722,586.94233,691.915635
,16,-612.818871,586.23754,796.54674
,22,-578.841197,591.232696,761.526656
,23,-578.595033,591.324846,796.47192
,24,-577.870692,591.186843,831.080688
,25,-548.031439,596.62492,621.181261
,26,-546.944705,595.968649,656.087753
,27,-546.336425,596.031832,690.575654
,29,-547.29978,597.366064,761.060352
,31,-546.778123,597.44941,831.29676
,32,-513.122281,602.244463,655.43326
,34,-512.102242,602.133928,725.012065
,35,-511.828778,602.109488,759.988545
,37,-511.005912,601.911995,829.616563
,38,-480.458565,609.632827,620.697014
,39,-478.591012,608.597264,655.412486
,43,-478.527649,609.505573,795.551919
,47,-683.350643,578.629132,728.169218
,49,-681.554383,578.120696,797.651318
,50,-682.107922,578.728281,832.835928
,52,-513.658143,602.362192,620.347244
,59,-545.221654,595.955596,795.317961
,62,-684.048351,578.417865,623.538836
,63,-582.363424,593.240085,657.068743
,68,-721.73612,577.964752,624.000475
,69,-615.467588,587.489176,727.219056
,71,-476.65132,608.043475,829.558629
,72,-683.353087,578.95774,763.210687
,73,-648.059553,581.794479,727.510281
,74,-649.694759,582.027937,622.958052
,75,-563.12718,594.322195,868.419687
,76,-649.22526,582.328688,692.58807
,78,-612.984341,586.072153,761.570038
,79,-646.826747,581.96767,832.003077
,80,-612.010517,585.903822,831.18478
Snapshot = 19 .,Track_ID,x,y,z
,2,-685.141571,579.317203,658.621797
,3,-683.18409,578.423697,692.963058
,5,-648.988136,581.709133,657.515607
,8,-648.25499,582.243509,762.664507
,9,-647.769356,582.140167,797.482404
,12,-615.810277,587.115799,657.045025
,13,-615.056357,586.954966,691.911858
,16,-612.896274,586.311721,796.569958
,22,-578.758559,591.167569,761.473333
,23,-578.535225,591.279299,796.440925
,24,-577.492274,590.873205,830.877114
,25,-547.997626,596.579956,621.167985
,26,-546.984892,596.000976,656.077755
,27,-546.339702,596.036776,690.574599
,29,-547.443184,597.502095,761.074405
,31,-546.734131,597.409945,831.275264
,32,-513.029839,602.14412,655.41243
,34,-512.13718,602.169977,725.015397
,35,-512.06611,602.32095,760.066031
,37,-511.372901,602.250657,829.826858
,38,-480.603942,609.793132,620.713511
,39,-478.610898,608.593015,655.391489
,43,-478.929132,609.943383,795.765825
,47,-683.430073,578.670014,728.180105
,49,-681.747765,578.246673,797.71864
,50,-682.033519,578.68665,832.800101
,52,-513.534026,602.249407,620.328914
,59,-544.80684,595.566166,795.11472
,62,-684.551677,578.742417,623.581662
,63,-582.120135,593.042676,657.02214
,68,-722.373033,578.336241,624.06102
,69,-616.015045,587.897019,727.389137
,71,-476.120596,607.516375,829.219968
,72,-683.694387,579.19042,763.318556
,73,-647.883224,581.692942,727.449848
,74,-649.119501,581.622315,622.908227
,75,-563.106253,594.304699,868.391081
,76,-649.307106,582.386817,692.603178
,78,-612.879832,586.015997,761.536932
,79,-646.630338,581.834277,831.908428
,80,-612.652123,586.410703,831.495058
Snapshot = 20 .,Track_ID,x,y,z
,2,-685.414966,579.495143,658.644126
,3,-683.109464,578.37154,692.959836
,5,-649.564143,582.12117,657.601092
,8,-648.195501,582.204572,762.653898
,9,-647.792879,582.15958,797.471517
,13,-615.044942,586.950967,691.915524
,16,-613.155588,586.510713,796.687048
,22,-578.677477,591.103303,761.43995
,23,-578.778334,591.492788,796.560626
,24,-577.207714,590.654967,830.744193
,25,-547.686057,596.289952,621.123049
,26,-546.919445,595.94843,656.069145
,27,-546.34927,596.046052,690.584486
,29,-547.123936,597.223951,760.967535
,31,-546.542235,597.243197,831.174782
,32,-512.971155,602.090658,655.406598
,34,-512.119531,602.151036,725.018341
,35,-512.237787,602.487586,760.138073
,38,-480.687343,609.891336,620.728009
,39,-478.61648,608.602013,655.412097
,43,-479.130096,610.157316,795.885692
,47,-683.280489,578.57442,728.141057
,49,-682.059348,578.445526,797.843062
,50,-681.950867,578.632798,832.76033
,52,-513.793743,602.49403,620.37074
,59,-544.483259,595.279134,794.969079
,62,-685.3507,579.243855,623.667757
,63,-581.443812,592.516243,656.896718
,68,-722.887413,578.643269,624.110733
,69,-616.311936,588.118896,727.477898
,71,-475.680884,607.06279,828.94885
,72,-683.909626,579.332394,763.387321
,73,-647.93577,581.729713,727.479176
,74,-648.627173,581.285071,622.880677
,75,-562.926257,594.169251,868.300375
,76,-649.391341,582.46097,692.626007
,78,-612.665982,585.854553,761.468223
,79,-646.620896,581.828445,831.906539
,80,-612.681729,586.422285,831.51772
,85,-614.801514,586.37932,656.868779
,86,-512.082996,602.893263,830.23834
,87,-718.339871,576.392424,693.643102
Snapshot = 21 .,Track_ID,x,y,z
,2,-685.57902,579.602957,658.690284
,3,-683.157011,578.406839,692.973889
,5,-650.308037,582.656546,657.718182
,8,-647.575752,581.799422,762.470931
,9,-647.728585,582.115782,797.454632
,13,-615.015698,586.929499,691.909858
,16,-613.447258,586.723869,796.807693
,22,-578.662341,591.094749,761.443671
,23,-579.193828,591.844836,796.758701
,24,-577.233792,590.680934,830.769077
,25,-547.404164,596.053745,621.113384
,26,-546.93497,595.963011,656.077755
,27,-546.263327,595.985118,690.579931
,29,-546.454265,596.657303,760.705193
,31,-546.288837,597.078394,831.102462
,32,-512.992054,602.134539,655.417596
,34,-512.115282,602.150425,725.034561
,35,-512.274336,602.521469,760.163735
,38,-480.568365,609.731393,620.713011
,39,-478.588166,608.571546,655.410597
,43,-479.053776,610.084524,795.86514
,47,-683.11738,578.474382,728.102675
,49,-682.344213,578.62916,797.957763
,50,-681.626787,578.432112,832.636797
,52,-514.276476,602.961945,620.454114
,59,-544.377334,595.189511,794.933586
,63,-580.705792,591.917906,656.767853
,68,-723.114539,578.789215,624.141172
,69,-616.194319,588.040049,727.45057
,71,-475.285358,606.664029,828.729389
,72,-683.886936,579.329478,763.391876
,73,-648.391049,582.048628,727.62565
,74,-648.003341,580.83468,622.830686
,75,-562.827234,594.059076,868.244552
,76,-649.374233,582.416117,692.535412
,78,-612.477238,585.725243,761.412177
,79,-646.227939,581.559993,831.746346
,80,-612.552086,586.326107,831.458898
,85,-614.766798,586.35688,656.871223
,86,-511.498545,602.378495,829.916509
,87,-718.269578,576.363179,693.642491
Snapshot = 22 .,Track_ID,x,y,z
,2,-685.499867,579.557826,658.682786
,3,-683.278767,578.484686,692.985054
,9,-647.670262,582.075428,797.424137
,13,-615.015281,586.932637,691.912858
,16,-613.635391,586.879647,796.884845
,22,-578.730967,591.146823,761.490774
,23,-579.62289,592.194579,796.957999
,24,-577.598866,590.9628,830.941213
,25,-547.199103,595.867389,621.091999
,26,-546.924069,595.956401,656.089142
,27,-546.273645,595.989756,690.577876
,31,-546.097857,596.868987,830.936825
,32,-513.160524,602.291594,655.449479
,34,-512.117448,602.149008,725.026562
,35,-512.15894,602.40599,760.12702
,38,-480.172325,609.264116,620.654689
,39,-478.493252,608.511779,655.381658
,43,-478.715379,609.729977,795.668564
,47,-682.883477,578.323409,728.051795
,49,-682.483994,578.71209,798.008088
,50,-681.419713,578.30433,832.540092
,52,-514.855719,603.526177,620.500272
,59,-544.644841,595.432107,795.044399
,68,-722.878831,578.644824,624.103568
,69,-615.506498,587.525919,727.254216
,71,-475.068577,606.473813,828.619687
,72,-683.496422,579.044918,763.227239
,74,-647.705811,580.625439,622.806412
,75,-562.75165,593.993616,868.188173
,76,-649.386176,582.408063,692.537245
,78,-612.462407,585.714884,761.397513
,79,-645.841758,581.300568,831.578432
,80,-612.028319,585.927263,831.205777
,85,-614.976844,586.509713,656.90094
,86,-511.400202,602.28665,829.873739
,87,-718.349064,576.416364,693.657766
,88,-545.624428,595.942265,760.366421
,89,-684.934941,578.98929,623.632264
Snapshot = 23 .,Track_ID,x,y,z
,2,-685.20567,579.365389,658.637683
,3,-683.392302,578.5632,692.998662
,9,-647.66779,582.075762,797.411084
,13,-615.01928,586.93136,691.904082
,16,-613.579012,586.825018,796.854684
,22,-578.793942,591.195286,761.511159
,23,-580.00764,592.506522,797.141133
,24,-578.165472,591.430716,831.228328
,25,-547.309556,595.984202,621.098664
,26,-546.978865,596.000976,656.093919
,27,-546.322942,596.037748,690.579542
,31,-545.977462,596.785891,830.889611
,32,-513.205224,602.331226,655.454145
,34,-512.129751,602.167894,725.01462
,35,-512.018577,602.279624,760.04609
,38,-479.630895,608.664835,620.568704
,39,-478.460772,608.460122,655.365383
,43,-478.114126,609.069068,795.32046
,47,-682.78319,578.265114,727.98964
,49,-682.386317,578.659988,797.960874
,50,-681.2438,578.194099,832.460162
,52,-515.400287,604.045111,620.565371
,59,-545.224001,595.9639,795.323238
,68,-722.237002,578.262504,624.034969
,71,-475.209357,606.591181,828.669844
,72,-682.973433,578.771607,763.099929
,74,-647.682399,580.617163,622.786305
,75,-562.765245,594.02436,868.210114
,76,-649.326658,582.404314,692.548466
,78,-612.539421,585.773013,761.419398
,79,-645.397949,580.997067,831.373413
,80,-611.476252,585.504255,830.935048
,85,-614.5685,586.204018,656.8139
,86,-511.685401,602.554463,830.014991
,87,-718.360284,576.442498,693.649989
,88,-546.378765,596.588954,760.665478
,89,-684.661713,578.830874,623.590493
,90,-614.643931,586.90367,726.990097
,91,-649.88603,582.361793,657.648028
,92,-648.396215,582.05221,727.594211
,93,-647.733279,581.905764,762.516089
,95,-580.742036,591.944485,656.749078
,97,-565.699716,594.197634,692.09988
Snapshot = 24 .,Track_ID,x,y,z
,2,-684.913084,579.182088,658.563585
,3,-683.405244,578.567338,692.996829
,9,-647.709089,582.103562,797.425692
,13,-615.021169,586.931248,691.899083
,16,-613.387102,586.680294,796.758757
,22,-578.798691,591.200869,761.487608
,23,-580.154017,592.611059,797.196678
,24,-578.765489,591.940124,831.578987
,25,-547.765015,596.379797,621.129603
,26,-547.023454,596.044469,656.080754
,27,-546.319401,596.026083,690.570488
,31,-546.015191,596.792667,830.879002
,32,-513.136764,602.264376,655.433982
,34,-512.132445,602.170032,725.004399
,35,-511.845955,602.130345,759.976602
,38,-479.066593,608.102936,620.499106
,39,-478.551034,608.514473,655.387879
,47,-682.749474,578.25195,727.981141
,49,-682.090842,578.470189,797.84645
,50,-681.316121,578.246451,832.478492
,52,-515.737685,604.374108,620.591811
,71,-475.665095,607.056402,828.941795
,72,-682.403314,578.389064,762.911463
,74,-648.274487,581.038893,622.840017
,75,-562.922758,594.165946,868.313095
,76,-649.259004,582.366209,692.585959
,78,-612.72786,585.900323,761.473111
,79,-645.181016,580.853204,831.278097
,80,-610.890746,585.06264,830.64971
,85,-614.247558,585.96184,656.746968
,87,-718.179455,576.305856,693.609108
,88,-546.428922,596.63289,760.683808
,89,-684.815324,578.926523,623.600991
,90,-613.925783,586.375515,726.784412
,91,-649.824236,582.315441,657.631364
,92,-648.419266,582.055932,727.624316
,93,-647.822596,581.978946,762.566525
,95,-580.540183,591.783403,656.684757
,97,-565.231009,593.822147,691.995954
,98,-721.24182,577.678303,623.939097
,99,-512.380567,603.194709,830.423084
,100,-546.073014,596.715348,795.711223
,101,-478.272445,608.824417,760.504341
Snapshot = 25 .,Track_ID,x,y,z
,2,-684.749391,579.069692,658.561419
,3,-683.254355,578.468217,692.98472
,9,-647.679733,582.07615,797.431747
,13,-615.004172,586.91564,691.898194
,16,-613.109013,586.466638,796.656886
,22,-578.706874,591.127132,761.457336
,23,-580.023734,592.512521,797.140466
,24,-579.386363,592.454226,831.86488
,25,-548.302391,596.85299,621.189648
,26,-546.970269,596.000421,656.06959
,27,-546.29178,596.002226,690.574099
,31,-546.233708,596.965636,831.044306
,32,-513.092842,602.217801,655.427039
,34,-512.116837,602.152924,725.011787
,35,-511.796422,602.08377,759.956772
,38,-478.666291,607.682706,620.457946
,39,-478.597511,608.575462,655.406709
,47,-682.978682,578.390425,728.047351
,49,-681.697219,578.218456,797.702865
,50,-681.549551,578.388981,832.60247
,52,-515.725534,604.373774,620.601587
,72,-682.047433,578.150024,762.811314
,75,-563.108308,594.315863,868.447126
,76,-649.221316,582.338103,692.58096
,78,-612.792792,585.949203,761.511881
,79,-645.208733,580.861203,831.296816
,80,-610.547641,584.795022,830.490128
,85,-613.764312,585.605654,656.693366
,87,-717.748699,576.039487,693.534177
,88,-546.433533,596.634224,760.691196
,89,-685.016899,579.066776,623.643428
,90,-613.845992,586.301084,726.772748
,91,-649.97818,582.427976,657.661359
,92,-648.422877,582.050405,727.624039
,93,-647.828039,581.919595,762.629958
,95,-580.45256,591.710249,656.698254
,97,-564.873976,593.520923,691.898138
,98,-720.228308,577.078106,623.847836
,99,-511.611067,602.47681,829.966777
,100,-545.864066,596.540213,795.637514
,101,-478.332295,608.884823,760.544389
,102,-649.225177,581.705967,622.918059
,103,-477.915787,608.837137,795.203204
Snapshot = 26 .,Track_ID,x,y,z
,2,-684.897698,579.165452,658.578971
,3,-683.012176,578.30719,692.934674
,9,-647.643073,582.052044,797.465241
,13,-615.003117,586.921945,691.908081
,16,-612.911882,586.31622,796.583233
,22,-578.717136,591.13538,761.467112
,23,-579.407776,592.018138,796.853629
,24,-579.775612,592.770447,832.066566
,25,-548.82924,597.321794,621.278465
,26,-546.863316,595.909604,656.063202
,27,-546.238901,595.955346,690.565767
,31,-546.601794,597.297882,831.214553
,32,-513.042017,602.154063,655.419984
,34,-512.104256,602.139177,725.013842
,35,-511.845219,602.125096,759.996821
,38,-478.55638,607.580864,620.456002
,39,-478.69448,608.669029,655.428316
,47,-683.360197,578.632159,728.166885
,49,-681.421268,578.044765,797.607437
,50,-682.037852,578.695259,832.811043
,52,-515.21832,603.88153,620.539932
,72,-681.975696,578.091479,762.798483
,75,-563.368733,594.50844,868.597544
,76,-649.269613,582.357405,692.605511
,78,-612.731526,585.903795,761.501161
,79,-645.607745,581.133681,831.47545
,80,-610.518841,584.760223,830.483518
,85,-613.571513,585.453903,656.666149
,87,-717.204881,575.704076,693.434917
,88,-546.164803,596.403098,760.583937
,89,-685.296459,579.231801,623.673645
,90,-613.952417,586.391346,726.804853
,91,-649.835206,582.328661,657.644528
,92,-648.275181,581.961088,727.567438
,93,-647.622049,581.826112,762.48615
,95,-580.574871,591.803288,656.726582
,97,-564.709547,593.353259,691.842148
,98,-720.026484,576.958378,623.838893
,99,-511.525179,602.39788,829.931395
,100,-545.822157,596.502025,795.627627
,101,-478.278166,608.832833,760.52417
,102,-649.688982,582.025326,622.970883
,103,-477.849021,608.760429,795.170654
Snapshot = 27 .,Track_ID,x,y,z
,2,-685.265743,579.395744,658.648792
,3,-682.912444,578.24634,692.926897
,9,-647.634658,582.050683,797.47174
,13,-615.009227,586.923333,691.91408
,16,-612.901217,586.307861,796.577456
,22,-578.787735,591.186066,761.513381
,23,-578.684503,591.404443,796.522911
,24,-579.846725,592.821077,832.105337
,25,-549.149349,597.609409,621.32068
,26,-546.892867,595.927101,656.087753
,27,-546.239748,595.94918,690.566489
,31,-546.925652,597.576721,831.394298
,32,-513.072998,602.207887,655.438259
,34,-512.102201,602.131511,725.027673
,35,-512.042364,602.296815,760.080417
,38,-478.917801,607.91297,620.490052
,39,-478.746248,608.727546,655.44598
,47,-683.709218,578.856369,728.277865
,49,-681.383636,578.015909,797.600272
,50,-681.772372,578.521874,832.713227
,72,-682.423949,578.397896,762.94068
,75,-563.472784,594.582287,868.66281
,76,-649.309051,582.38354,692.614676
,78,-612.528257,585.755682,761.429007
,79,-646.076327,581.457928,831.687079
,80,-611.020695,585.129017,830.728363
,85,-613.586872,585.463707,656.662872
,87,-716.672171,575.367108,693.340434
,88,-546.061308,596.305449,760.552887
,89,-685.367474,579.278043,623.700474
,91,-649.836567,582.323106,657.651471
,92,-648.37333,582.026298,727.594322
,93,-647.270307,581.597237,762.375393
,95,-581.115288,592.241015,656.839507
,97,-564.844648,593.478208,691.93141
,98,-720.367783,577.152009,623.892495
,99,-511.596194,602.460702,829.976831
,100,-545.836376,596.506608,795.634237
,101,-478.252823,608.808281,760.52006
,102,-649.665459,582.000442,622.976771
,103,-477.765467,608.657031,795.130217
,105,-514.265172,602.956169,620.438505
,106,-512.755375,602.415766,690.114459
Snapshot = 28 .,Track_ID,x,y,z
,2,-685.624206,579.625453,658.70006
,3,-683.028285,578.317716,692.941673
,9,-647.754414,582.12878,797.488459
,13,-615.001534,586.917918,691.908025
,16,-613.090517,586.457056,796.662441
,22,-578.834671,591.222365,761.5296
,24,-579.439298,592.479555,831.890709
,25,-549.143878,597.607965,621.305905
,26,-546.901754,595.935905,656.086698
,27,-546.307569,595.997505,690.573599
,31,-547.092622,597.721333,831.480727
,32,-513.169064,602.286872,655.446591
,34,-512.096771,602.13115,725.021063
,35,-512.176604,602.421765,760.135685
,39,-478.767536,608.766206,655.444535
,47,-683.874799,578.955712,728.320302
,49,-681.626148,578.166799,797.685035
,50,-681.667085,578.451025,832.64574
,75,-563.468535,594.587981,868.65209
,76,-649.457302,582.481577,692.57135
,78,-612.413111,585.675669,761.377517
,79,-646.566767,581.783425,831.89643
,85,-614.153381,585.889825,656.747912
,87,-716.360338,575.177587,693.277668
,88,-546.05549,596.308199,760.53789
,89,-685.351227,579.265018,623.699474
,91,-649.661098,582.191852,657.627531
,92,-648.715046,582.25884,727.702636
,93,-646.903872,581.334673,762.245027
,95,-581.666244,592.674325,656.940377
,97,-564.923731,593.562721,691.974624
,99,-512.248674,603.068843,830.360484
,100,-545.865371,596.523132,795.633126
,101,-478.372885,608.92015,760.566496
,102,-649.571837,581.93637,622.969883
,103,-477.790615,608.683971,795.135605
,105,-514.239594,602.900206,620.42373
,106,-512.755805,602.412294,690.11146
,108,-612.024292,585.917042,831.198611
,109,-683.371112,578.981846,763.21563
,110,-479.68812,608.721658,620.579702
,111,-721.500691,577.822805,623.989644
,112,-613.950806,586.377876,726.799021
Snapshot = 29 .,Track_ID,x,y,z
,2,-685.835418,579.766677,658.731499
,3,-683.262659,578.472105,692.982776
,9,-647.772161,582.147971,797.45341
,13,-615.046081,586.953161,691.909247
,16,-613.410431,586.692458,796.782864
,22,-578.784638,591.187926,761.482775
,25,-548.644218,597.142077,621.234973
,26,-546.934956,595.965844,656.089975
,27,-546.320303,596.014974,690.571822
,31,-546.97924,597.625628,831.40774
,32,-513.126169,602.256378,655.432926
,34,-512.098882,602.131873,725.005732
,35,-512.205029,602.45337,760.11991
,39,-478.709033,608.704689,655.43537
,47,-683.705663,578.850981,728.248038
,49,-682.029964,578.424586,797.829897
,50,-681.208112,578.170881,832.443998
,75,-563.250255,594.4204,868.496895
,76,-649.675734,582.614859,692.590736
,78,-612.436023,585.696554,761.380294
,79,-646.862241,581.984917,832.002689
,85,-614.845423,586.408204,656.865502
,87,-716.41855,575.21583,693.284333
,88,-546.314457,596.532853,760.638039
,89,-685.025314,579.050529,623.634152
,91,-649.692426,582.227012,657.616256
,93,-646.260849,580.907361,762.01829
,95,-582.248306,593.145046,657.045969
,97,-564.972153,593.599464,692.002008
,100,-545.822254,596.489555,795.603243
,101,-478.742443,609.287029,760.737632
,102,-649.058373,581.567159,622.91617
,103,-477.813389,608.714798,795.134494
,105,-514.025965,602.706602,620.421897
,106,-512.883268,602.525718,690.12418
,108,-612.72175,586.456806,831.525886
,109,-682.687263,578.57006,763.015888
,110,-479.852091,608.901292,620.591311
,111,-720.600575,577.292845,623.914268
,112,-614.022071,586.430255,726.811407
,114,-578.501856,591.706666,831.40313
,116,-578.714928,591.43952,796.531076
Snapshot = 30 .,Track_ID,x,y,z
,2,-685.69997,579.681998,658.706004
,3,-683.455902,578.59811,693.024602
,9,-647.746971,582.127391,797.444078
,13,-615.008727,586.928166,691.900804
,16,-613.63478,586.855401,796.880846
,22,-578.708263,591.126493,761.458224
,26,-546.936387,595.968427,656.0722
,27,-546.335773,596.036914,690.578431
,31,-546.582936,597.278913,831.200555
,32,-513.13993,602.257628,655.430482
,34,-512.114073,602.142676,725.015453
,35,-512.097132,602.346167,760.080639
,39,-478.618882,608.61951,655.421429
,47,-683.154706,578.49174,728.09812
,49,-682.390677,578.658349,797.969428
,50,-680.967794,578.022797,832.340739
,75,-562.861866,594.100819,868.276879
,76,-649.907054,582.785467,692.666889
,78,-612.58844,585.801952,761.431562
,79,-646.825692,581.959755,832.010465
,87,-716.932235,575.527024,693.381038
,88,-546.475997,596.673911,760.70947
,89,-684.723146,578.847093,623.598881
,91,-649.718255,582.240815,657.616311
,93,-645.710643,580.531095,761.836156
,95,-582.561014,593.396612,657.103903
,97,-564.935965,593.53381,691.994899
,100,-545.674614,596.355302,795.550863
,101,-479.230856,609.788438,760.98842
,102,-648.663667,581.299679,622.882565
,103,-477.876391,608.783841,795.176875
,105,-514.042323,602.723294,620.419564
,106,-512.735628,602.394936,690.103184
,108,-612.890053,586.583894,831.623146
,109,-682.600834,578.513514,762.99056
,110,-479.828192,608.90918,620.596199
,111,-720.403416,577.174283,623.892661
,112,-613.987216,586.40987,726.807186
,114,-578.171374,591.429105,831.229994
,116,-578.686809,591.411442,796.522466
,118,-547.662631,596.278121,621.130381
,119,-648.367192,582.02241,727.592822
,121,-511.595597,602.46023,829.960279
Snapshot = 31 .,Track_ID,x,y,z
,2,-685.234887,579.376942,658.63285
,3,-683.438572,578.58003,693.027213
,9,-647.62627,582.040851,797.406751
,13,-614.975483,586.900782,691.897361
,16,-613.655859,586.865399,796.91734
,22,-578.716581,591.131242,761.466278
,26,-547.037702,596.051606,656.096251
,27,-546.30843,596.001671,690.583375
,31,-546.016316,596.775643,830.887278
,32,-513.159802,602.268126,655.446868
,34,-512.130487,602.156035,725.025951
,35,-511.961976,602.213524,760.03437
,39,-478.47588,608.475397,655.386768
,47,-682.534457,578.086369,727.94387
,49,-682.598168,578.778605,798.046414
,50,-680.768858,577.891348,832.267474
,75,-562.433124,593.755409,868.01126
,76,-649.985984,582.833542,692.750485
,78,-612.601244,585.799897,761.452281
,79,-646.31559,581.60704,831.795615
,87,-717.702069,575.995745,693.533344
,88,-546.548248,596.732206,760.744964
,89,-684.452223,578.682984,623.581051
,91,-649.937826,582.389844,657.662525
,93,-645.278471,580.224956,761.70218
,95,-582.553584,593.388252,657.103292
,97,-564.99837,593.58144,692.005897
,100,-545.463666,596.166641,795.447771
,101,-479.745638,610.319259,761.244374
,102,-648.284013,581.037115,622.851015
,103,-477.876599,608.763151,795.186651
,105,-514.093203,602.77509,620.428563
,106,-512.882824,602.533828,690.135178
,108,-612.605409,586.349964,831.488281
,109,-682.564174,578.481131,762.982839
,110,-479.946893,609.023215,620.626472
,111,-720.472237,577.213332,623.888273
,112,-613.893483,586.316248,726.783024
,114,-578.161028,591.41433,831.239437
,116,-578.649426,591.377503,796.508358
,118,-548.129241,596.692269,621.178428
,119,-648.30837,581.988555,727.606597
,121,-511.502198,602.36933,829.931895
,122,-614.766076,586.359046,656.850449
Snapshot = 32 .,Track_ID,x,y,z
,2,-684.732367,579.034615,658.562641
,3,-683.21003,578.417365,692.986276
,9,-647.64835,582.042351,797.463908
,13,-615.011921,586.91203,691.917357
,16,-613.548017,586.773277,796.858072
,22,-578.810508,591.194425,761.52449
,26,-547.036327,596.039553,656.097196
,27,-546.273825,595.956873,690.579765
,31,-545.377445,596.222992,830.558449
,32,-513.156622,602.259655,655.445535
,34,-512.139208,602.153869,725.036005
,35,-511.879518,602.132456,760.010207
,39,-478.405699,608.392079,655.380047
,47,-681.91268,577.679192,727.778844
,49,-682.538706,578.726531,798.031306
,50,-681.014564,578.031379,832.369289
,75,-562.095227,593.445159,867.815518
,76,-649.785604,582.732338,692.693051
,78,-612.599244,585.78576,761.455114
,88,-546.443156,596.629224,760.700361
,89,-684.463276,578.663876,623.584272
,91,-649.995538,582.422171,657.672023
,93,-645.236145,580.180603,761.690738
,95,-581.984409,592.921475,657.003366
,97,-564.729697,593.365812,691.951795
,100,-545.089969,595.794791,795.282301
,101,-480.127472,610.70694,761.438617
,102,-648.275514,581.020035,622.845961
,103,-477.77602,608.62687,795.135549
,105,-514.351351,603.020296,620.455002
,106,-513.177965,602.781033,690.215552
,109,-683.213557,578.88578,763.19169
,110,-479.877572,608.938036,620.61053
,111,-721.311363,577.709437,623.975646
,112,-613.985966,586.371849,726.808574
,114,-578.155862,591.402693,831.240937
,116,-578.58048,591.284715,796.473808
,118,-548.214504,596.756868,621.195813
,119,-648.393688,582.024882,727.62515
,121,-511.468717,602.329615,829.911065
,122,-615.091628,586.580839,656.935545
,124,-718.575217,576.513735,693.701036
,125,-511.776912,602.173698,794.993464
Snapshot = 33 .,Track_ID,x,y,z
,2,-684.265617,578.735224,658.492153
,3,-682.994791,578.279001,692.946949
,9,-647.695535,582.070401,797.489959
,13,-615.235408,587.068363,691.964737
,16,-613.256459,586.546651,796.729373
,22,-578.869012,591.242139,761.551041
,26,-546.920973,595.938682,656.094863
,27,-546.086429,595.767824,690.537828
,32,-513.160857,602.261127,655.456756
,34,-512.127335,602.141399,725.039671
,35,-511.908485,602.15448,760.025816
,39,-478.459911,608.418435,655.378047
,47,-681.534554,577.438041,727.679251
,49,-682.273004,578.554562,797.931546
,50,-681.550912,578.364374,832.614967
,75,-561.996411,593.336984,867.76125
,76,-649.388481,582.421061,692.631117
,78,-612.517647,585.723744,761.425508
,88,-546.347937,596.545434,760.667145
,89,-684.821489,578.905083,623.62882
,91,-650.01634,582.431364,657.671079
,93,-645.645877,580.466413,761.833268
,95,-581.306198,592.384433,656.884165
,97,-564.750332,593.375033,691.943686
,100,-544.648188,595.396807,795.074005
,101,-480.255046,610.822891,761.509437
,102,-648.613259,581.26999,622.890231
,103,-477.479018,608.291986,794.971523
,105,-514.598668,603.25417,620.492385
,106,-513.581032,603.151606,690.334531
,109,-683.862912,579.277793,763.388321
