Snapshot0,x,y

0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

-719.17,-683.38,-648.44,-613.94,-579.48,-546.76,-512.3,-478.38

576.63,578.74,582.04,586.38,591.42,596.57,602.34,608.73

Snapshot1,x,y

1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0

-719.17,-683.38,-648.44,-613.94,-579.48,-546.76,-512.3,-478.38

576.63,578.74,582.04,586.38,591.42,596.57,602.34,608.73

Snapshot2,x,y

2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0

-719.11,-683.32,-648.47,-613.97,-579.44,-546.74,-512.31,-478.33

576.6,578.7,582.08,586.4,591.38,596.57,602.36,608.69

Snapshot3,x,y

3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0

-719.21,-683.36,-648.47,-614.01,-579.45,-546.79,-512.3,-478.31

576.66,578.73,582.07,586.43,591.39,596.59,602.34,608.65

Snapshot4,x,y

4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0

-719.3,-683.38,-648.42,-614.15,-579.39,-546.75,-512.55,-478.21

576.7,578.73,582.03,586.53,591.32,596.55,602.39,608.54

Snapshot5,x,y

5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0

-719.47,-683.49,-648.35,-614.3,-579.27,-546.72,-512.55,-478.11

576.79,578.8,581.99,586.64,591.23,596.52,602.39,608.44

Snapshot6,x,y

6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0

-719.58,-683.61,-647.97,-614.47,-579.14,-546.71,-512.66,-478.02

576.86,578.87,581.72,586.77,591.13,596.5,602.49,608.35

Snapshot7,x,y

7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0

-719.67,-683.75,-647.91,-614.56,-579.02,-546.78,-512.69,-477.99

576.92,578.97,581.69,586.84,591.04,596.57,602.52,608.32

Snapshot8,x,y

8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0

-719.69,-683.84,-647.94,-614.59,-578.91,-547.29,-512.77,-477.96

576.93,579.03,581.7,586.86,590.96,596.88,602.59,608.29

Snapshot9,x,y

9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0

-719.71,-683.85,-648.11,-614.49,-578.86,-547.18,-512.75,-477.93

576.94,579.04,581.82,586.79,590.92,596.91,602.58,608.26

Snapshot10,x,y

10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0

-719.68,-683.76,-648.36,-614.33,-578.95,-547.09,-512.74,-477.9

576.93,578.99,581.99,586.67,591.18,596.85,602.59,608.24

Snapshot11,x,y

11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0

-719.24,-683.48,-648.82,-614.07,-579.52,-546.8,-512.65,-477.94

576.69,578.76,582.33,586.48,591.46,596.61,602.51,608.29

Snapshot12,x,y

12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0

-719.4,-683.36,-648.88,-614.2,-579.65,-546.7,-512.57,-478.01

576.79,578.74,582.38,586.58,591.57,596.53,602.44,608.36

Snapshot13,x,y

13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0

-719.46,-683.35,-648.55,-614.27,-579.69,-546.71,-512.51,-478.05

576.83,578.73,582.15,586.65,591.6,596.54,602.39,608.4

Snapshot14,x,y

14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0

-719.38,-683.19,-648.28,-614.71,-579.73,-546.8,-512.44,-478.12

576.78,578.63,581.97,586.91,591.64,596.62,602.32,608.48

Snapshot15,x,y

15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0

-719.16,-683.11,-648.46,-614.6,-579.6,-546.92,-512.49,-478.24

576.65,578.58,581.92,586.89,591.53,596.72,602.36,608.61

Snapshot16,x,y

16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0

-720.08,-683.58,-648.3,-614.38,-579.1,-546.98,-512.68,-478.8

577.18,578.87,581.97,586.71,591.12,596.75,602.52,609.21

Snapshot17,x,y

17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0

-720.14,-683.29,-648.23,-614.4,-579.12,-546.69,-512.78,-478.69

577.23,578.81,581.92,586.74,591.14,596.52,602.62,609.09

Snapshot18,x,y

18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0

-720.09,-683.43,-647.65,-614.35,-579.06,-546.12,-512.97,-478.48

577.2,578.77,581.6,586.7,591.42,596.01,602.8,608.87

Snapshot19,x,y

19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0

-719.87,-683.23,-648.01,-614.2,-579.66,-546.43,-513.1,-477.88

577.08,578.66,581.77,586.59,591.59,596.31,602.93,608.21

Snapshot20,x,y

20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0

-719.45,-683.1,-648.07,-614.07,-579.68,-546.66,-513.19,-477.84

576.82,578.58,581.82,586.49,591.6,596.5,603.02,608.1

Snapshot21,x,y

21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0

-718.95,-683.04,-648.22,-613.99,-579.6,-546.72,-512.92,-478.08

576.51,578.54,581.91,586.43,591.53,596.56,602.77,608.26

Snapshot22,x,y

22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0

-718.69,-683.14,-648.28,-613.97,-579.53,-546.78,-512.39,-478.16

576.36,578.6,581.96,586.41,591.47,596.61,602.31,608.49

Snapshot23,x,y

23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0

-718.63,-683.26,-648.31,-614.0,-579.47,-546.88,-512.26,-478.16

576.31,578.68,581.98,586.43,591.42,596.69,602.14,608.51

Snapshot24,x,y

24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0

-718.92,-683.51,-648.38,-613.44,-579.63,-546.97,-512.32,-478.27

576.48,578.83,582.02,586.21,591.44,596.77,602.19,608.62

Snapshot25,x,y

25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0

-718.67,-683.4,-648.22,-614.09,-579.58,-546.97,-512.3,-478.31

576.33,578.76,581.91,586.5,591.58,596.77,602.02,608.66

Snapshot26,x,y

26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0

-718.84,-683.28,-648.14,-614.03,-579.5,-546.83,-512.22,-478.33

576.44,578.69,581.85,586.57,591.44,596.64,602.1,608.7

Snapshot27,x,y

27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0

-719.19,-683.08,-647.96,-614.09,-579.4,-546.82,-512.62,-478.36

576.64,578.55,581.73,586.5,591.36,596.62,602.39,608.71

Snapshot28,x,y

28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0

-719.82,-683.01,-648.22,-614.35,-579.3,-546.65,-512.57,-478.3

577.01,578.49,581.74,586.52,591.26,596.47,602.41,608.64

Snapshot29,x,y

29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0

-718.68,-683.21,-648.4,-614.44,-579.04,-546.4,-512.65,-477.73

576.34,578.63,581.97,586.75,591.05,596.24,602.49,608.03

Snapshot30,x,y

30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0

-718.55,-683.15,-648.23,-614.56,-579.08,-546.46,-512.62,-477.81

576.27,578.6,581.92,586.85,591.09,596.3,602.47,608.12

Snapshot31,x,y

31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0

-718.55,-683.15,-648.18,-614.55,-579.22,-546.56,-512.65,-477.99

576.27,578.61,581.87,586.85,591.22,596.4,602.5,608.33

Snapshot32,x,y

32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0

-718.79,-683.34,-648.14,-614.01,-579.63,-546.49,-512.73,-478.19

576.42,578.74,581.85,586.64,591.87,596.34,602.58,608.55

Snapshot33,x,y

33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0

-719.23,-683.58,-648.07,-614.33,-579.94,-546.49,-512.85,-478.38

576.67,578.88,581.81,586.69,591.8,596.34,602.7,608.74

Snapshot34,x,y

34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0

-719.32,-683.83,-648.12,-614.42,-579.88,-546.44,-512.69,-478.54

576.73,579.03,581.84,586.74,591.75,596.3,602.54,608.91

Snapshot35,x,y

35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0

-719.24,-683.67,-648.25,-614.39,-579.64,-546.4,-512.53,-478.51

576.7,578.94,581.94,586.72,591.55,596.26,602.39,608.9

Snapshot36,x,y

