Snapshot0,x,y

36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0

-718.99,-683.61,-648.31,-614.33,-579.47,-546.38,-512.36,-478.42

576.54,578.91,581.99,586.68,591.42,596.25,602.24,608.8

Snapshot37,x,y

37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0

-718.79,-683.4,-648.5,-614.23,-579.15,-546.36,-512.28,-478.26

576.43,578.78,582.12,586.61,591.16,596.23,602.16,608.65

Snapshot38,x,y

38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0

-718.59,-683.24,-648.01,-614.23,-578.86,-546.41,-512.3,-478.07

576.31,578.67,581.9,586.62,590.93,596.27,602.18,608.46

Snapshot39,x,y

39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0

-718.59,-683.09,-648.21,-614.26,-578.64,-546.51,-512.45,-477.9

576.3,578.57,581.9,586.63,590.75,596.36,602.33,608.29

Snapshot40,x,y

40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0

-720.03,-683.18,-647.99,-614.06,-578.73,-546.82,-512.6,-477.9

577.16,578.62,581.75,586.49,590.84,596.64,602.48,608.28

Snapshot41,x,y

41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0

-720.51,-683.37,-647.87,-613.91,-579.11,-546.99,-512.78,-477.99

577.46,578.74,581.67,586.38,591.13,596.64,602.64,608.37

Snapshot42,x,y

42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0

-720.92,-683.7,-647.9,-613.8,-579.43,-546.82,-512.7,-478.8

577.69,578.82,581.69,586.29,591.77,596.63,602.56,608.95

Snapshot43,x,y

43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0

-721.06,-683.83,-648.08,-613.13,-579.71,-546.74,-512.68,-478.16

577.78,578.9,581.81,585.97,591.6,596.55,602.53,608.49

Snapshot44,x,y

44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0

-720.77,-683.93,-648.32,-613.76,-579.67,-546.88,-512.61,-478.14

577.6,578.96,581.99,586.25,591.58,596.55,602.47,608.5

Snapshot45,x,y

45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0

-719.09,-683.27,-648.0,-614.4,-579.58,-546.64,-512.89,-478.26

576.58,578.67,581.76,586.73,591.5,596.46,602.71,608.64

Snapshot46,x,y

46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0

-718.62,-683.13,-648.1,-614.62,-579.51,-546.59,-512.92,-478.35

576.29,578.58,581.83,586.89,591.44,596.41,602.74,608.74

Snapshot47,x,y

47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0

-718.54,-683.25,-648.1,-614.78,-579.39,-546.53,-512.87,-478.63

576.24,578.66,581.83,587.0,591.34,596.35,602.69,609.06

Snapshot48,x,y

48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0

-718.7,-683.25,-648.14,-614.78,-579.28,-546.48,-512.76,-478.48

576.35,578.62,581.86,587.01,591.26,596.32,602.59,608.87

Snapshot49,x,y

49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0

-719.27,-683.41,-648.62,-614.28,-579.09,-546.45,-512.4,-478.16

576.68,578.75,582.18,586.62,591.11,596.28,602.26,608.44

Snapshot50,x,y

50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0

-719.32,-682.97,-648.77,-614.04,-579.09,-546.5,-512.37,-477.94

576.72,578.56,582.26,586.45,591.1,596.32,602.24,608.27

Snapshot51,x,y

51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0

-719.21,-683.19,-648.64,-613.92,-579.21,-546.54,-512.61,-478.0

576.65,578.61,582.18,586.36,591.19,596.36,602.47,608.34

Snapshot52,x,y

52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0

-719.08,-683.14,-648.47,-613.91,-579.31,-546.54,-512.73,-478.06

576.58,578.59,582.08,586.36,591.44,596.37,602.58,608.41

Snapshot53,x,y

53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0

-718.9,-683.18,-648.3,-614.01,-579.45,-546.53,-512.67,-477.97

576.48,578.61,581.96,586.44,591.38,596.36,602.53,608.3

Snapshot54,x,y

54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0

-719.86,-683.63,-647.84,-614.4,-579.39,-546.54,-512.66,-478.17

577.05,578.92,581.66,586.73,591.42,596.38,602.51,608.59

Snapshot55,x,y

55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0

-720.25,-683.68,-647.87,-615.0,-579.72,-546.58,-512.68,-478.31

577.29,578.95,581.87,587.02,591.45,596.42,602.53,608.68

Snapshot56,x,y

56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0

-720.44,-683.52,-648.54,-614.77,-579.35,-546.56,-512.73,-478.37

577.41,578.79,582.15,587.01,591.32,596.41,602.59,608.75

Snapshot57,x,y

57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0

-720.3,-683.39,-648.52,-614.67,-579.29,-546.61,-512.78,-478.31

577.31,578.75,582.11,586.93,591.27,596.44,602.63,608.68

Snapshot58,x,y

58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0

-683.29,-648.3,-614.4,-579.36,-546.78,-512.91,-478.27,-463.44

578.7,581.98,586.66,591.33,596.59,602.75,608.65,611.48

Snapshot59,x,y

59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0

-719.07,-683.4,-648.25,-614.09,-579.37,-546.78,-512.68,-478.19

576.59,578.77,581.94,586.5,591.35,596.61,602.39,608.54

Snapshot60,x,y

60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0

-719.07,-683.59,-648.2,-614.1,-579.36,-546.82,-512.48,-478.25

576.6,578.9,581.92,586.52,591.34,596.64,602.35,608.64

Snapshot61,x,y

61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0

-719.15,-683.63,-648.0,-614.12,-579.32,-546.83,-512.44,-478.3

576.64,578.88,581.77,586.52,591.31,596.66,602.31,608.69

Snapshot62,x,y

62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0

-719.45,-683.35,-648.1,-614.28,-579.35,-546.84,-512.39,-478.47

576.83,578.73,581.85,586.65,591.33,596.66,602.28,608.86

Snapshot63,x,y

63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0

-719.74,-683.19,-648.19,-614.44,-579.3,-546.79,-512.38,-478.47

576.99,578.63,581.89,586.76,591.29,596.62,602.25,608.85

Snapshot64,x,y

64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0

-719.96,-683.05,-648.33,-614.6,-579.72,-546.75,-512.44,-478.4

577.11,578.53,581.96,586.89,591.69,596.57,602.3,608.77

Snapshot65,x,y

65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0

-719.94,-683.03,-648.43,-614.7,-579.71,-546.65,-512.59,-478.21

577.08,578.52,582.05,586.95,591.6,596.47,602.44,608.57

Snapshot66,x,y

66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0

-719.75,-683.14,-648.57,-614.74,-579.74,-546.53,-512.61,-477.82

576.96,578.58,582.14,586.97,591.62,596.35,602.45,608.12

Snapshot67,x,y

67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0

-719.38,-683.36,-648.7,-614.64,-579.51,-546.38,-512.63,-478.03

576.73,578.72,582.21,586.89,591.61,596.22,602.47,608.18

Snapshot68,x,y

68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0

-718.92,-683.62,-648.61,-613.98,-579.62,-546.23,-512.63,-477.9

576.47,578.88,582.15,586.59,591.52,596.09,602.47,608.23

Snapshot69,x,y

69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0

-719.22,-683.34,-648.79,-614.53,-579.21,-546.54,-513.03,-478.25

576.66,578.66,582.29,586.81,591.2,596.36,602.85,608.58

Snapshot70,x,y

70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0

-718.85,-683.36,-648.29,-614.57,-578.96,-546.7,-512.72,-478.0

576.43,578.67,581.96,586.84,591.17,596.5,602.56,608.32

Snapshot71,x,y

71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0

-718.76,-683.35,-647.94,-614.66,-579.58,-546.71,-512.72,-477.86

576.38,578.67,581.71,586.91,591.56,596.51,602.48,608.2

Snapshot72,x,y

72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0

-718.67,-683.36,-647.66,-614.69,-579.69,-546.72,-512.52,-477.83

576.32,578.68,581.52,586.93,591.58,596.53,602.36,608.16

