576.58,578.59,582.08,586.19,591.56,596.13,602.58
66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
-718.9,-682.92,-648.3,-613.61,-578.94,-546.28,-512.67,-479.0
576.48,578.54,581.96,586.33,591.34,596.12,602.53,609.0
67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
-718.79,-683.22,-648.06,-613.59,-578.72,-546.24,-512.58,-479.0
576.4,578.65,581.79,586.36,591.14,596.09,602.43,608.99
68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0
-718.8,-683.35,-647.81,-613.73,-578.55,-546.21,-512.36,-478.94
576.4,578.73,581.68,586.42,591.0,596.05,602.39,608.93
69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0
-719.01,-683.46,-647.74,-613.79,-578.54,-546.21,-512.42,-478.76
576.53,578.81,581.63,586.47,591.0,596.06,602.45,608.73
70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
-719.39,-683.57,-647.82,-613.82,-578.73,-546.24,-512.58,-478.55
576.77,578.88,581.64,586.53,591.16,596.1,602.43,608.51
71.0,71.0,71.0,71.0,71.0,71.0,71.0
-719.86,-683.63,-647.84,-613.88,-579.06,-546.3,-512.49
577.05,578.92,581.66,586.53,591.45,596.15,602.54
72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0
-720.25,-683.68,-647.87,-614.38,-579.71,-546.35,-512.68,-478.72
577.29,578.95,581.87,586.75,591.77,596.2,602.53,608.72
73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0
-720.44,-683.52,-648.54,-614.46,-579.2,-546.34,-512.73,-478.86
577.41,578.79,582.15,586.81,591.58,596.2,602.59,608.87
74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0
-720.3,-683.39,-648.52,-614.03,-579.26,-546.57,-512.78,-479.02
577.31,578.75,582.11,586.63,591.62,596.24,602.63,609.03
75.0,75.0,75.0,75.0,75.0,75.0,75.0
-683.5,-648.42,-614.05,-579.31,-546.5,-512.85,-479.09
578.77,582.05,586.66,591.66,596.32,602.69,609.11
76.0,76.0,76.0,76.0,76.0,76.0,76.0
-683.32,-648.41,-613.86,-579.37,-546.51,-512.91,-479.04
578.66,582.04,586.52,591.72,596.33,602.75,609.05
77.0,77.0,77.0,77.0,77.0,77.0,77.0
-683.46,-648.3,-614.1,-579.36,-546.57,-512.91,-478.94
578.71,581.98,586.66,591.71,596.39,602.75,608.95
78.0,78.0,78.0,78.0,78.0,78.0,78.0
-683.4,-648.25,-613.79,-579.31,-546.58,-512.68,-478.83
578.77,581.94,586.48,591.68,596.41,602.39,608.82
79.0,79.0,79.0,79.0,79.0,79.0,79.0
-683.59,-648.2,-613.76,-579.31,-546.65,-512.48,-478.98
578.9,581.92,586.45,591.68,596.48,602.35,609.14
80.0,80.0,80.0,80.0,80.0,80.0,80.0
-683.63,-648.0,-613.76,-579.35,-546.66,-512.37,-478.93
578.88,581.77,586.45,591.71,596.49,602.28,609.1
81.0,81.0,81.0,81.0,81.0,81.0,81.0
-683.35,-648.1,-613.84,-579.43,-546.67,-512.31,-478.59
578.73,581.85,586.52,591.78,596.49,602.24,609.0
82.0,82.0,82.0,82.0,82.0,82.0,82.0
-683.19,-648.19,-613.93,-579.46,-546.61,-512.3,-478.63
578.63,581.89,586.57,591.79,596.44,602.22,609.04
83.0,83.0,83.0,83.0,83.0,83.0,83.0
-683.05,-648.33,-614.01,-579.48,-546.55,-512.35,-478.63
578.53,581.96,586.63,591.8,596.37,602.25,609.04
84.0,84.0,84.0,84.0,84.0,84.0,84.0
-683.03,-648.43,-614.07,-579.52,-546.42,-512.59,-478.86
578.52,582.05,586.67,591.81,596.26,602.44,608.99
85.0,85.0,85.0,85.0,85.0,85.0,85.0
-683.14,-648.54,-614.11,-579.54,-546.26,-512.61,-478.11
578.58,582.11,586.69,591.84,596.11,602.45,608.43
86.0,86.0,86.0,86.0,86.0,86.0,86.0
-683.3,-648.7,-614.09,-579.44,-546.08,-512.63,-478.54
578.64,582.21,586.67,591.75,595.95,602.47,608.63
87.0,87.0,87.0,87.0,87.0,87.0,87.0
-683.62,-648.61,-613.98,-579.28,-545.91,-512.63,-478.3
578.88,582.15,586.59,591.63,595.8,602.47,608.66
88.0,88.0,88.0,88.0,88.0,88.0,88.0
-684.06,-648.49,-613.57,-579.08,-545.76,-512.69,-478.4
579.04,582.08,586.34,591.46,595.65,602.52,608.72
92.0,92.0,92.0,92.0,92.0,92.0,92.0
-683.34,-648.79,-614.74,-579.24,-546.27,-513.03,-478.39
578.67,582.29,587.0,591.6,596.1,602.85,608.75
93.0,93.0,93.0,93.0,93.0,93.0,93.0
-683.37,-648.59,-614.25,-579.41,-546.58,-512.93,-478.2
578.68,582.16,586.83,591.72,596.21,602.75,608.55
94.0,94.0,94.0,94.0,94.0,94.0,94.0
-683.36,-648.29,-614.01,-579.66,-546.47,-512.72,-477.99
578.67,581.96,586.66,591.69,596.28,602.56,608.32
95.0,95.0,95.0,95.0,95.0,95.0,95.0
-683.35,-647.94,-613.91,-579.28,-546.48,-512.37,-477.75
578.67,581.71,586.59,591.63,596.3,602.35,608.09
96.0,96.0,96.0,96.0,96.0,96.0,96.0
-683.36,-647.66,-613.95,-579.4,-546.5,-512.52,-477.66
578.68,581.52,586.5,591.73,596.31,602.36,608.0
97.0,97.0,97.0,97.0,97.0,97.0,97.0
-683.59,-647.37,-613.66,-579.65,-546.47,-512.5,-477.73
578.66,581.44,586.4,591.92,596.3,602.36,608.07
98.0,98.0,98.0,98.0,98.0,98.0,98.0
-683.64,-648.04,-613.47,-579.75,-546.42,-512.72,-477.58
578.7,581.79,586.27,592.02,596.26,602.48,608.02
