2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
-719.51,-683.05,-648.0,-614.32,-579.68,-546.47,-512.54,-478.04
575.48,577.07,580.07,584.58,589.31,594.52,600.62,607.04
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
-719.61,-683.72,-648.55,-614.26,-579.25,-546.5,-512.26,-478.19
575.47,577.22,580.15,584.25,588.73,594.17,599.93,606.81
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
-719.47,-683.45,-648.76,-614.06,-578.81,-546.88,-511.63,-478.19
575.21,576.76,579.87,583.6,587.95,593.6,598.9,605.72
6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
-719.2,-683.69,-648.64,-613.94,-579.14,-547.25,-512.1,-478.29
574.97,576.8,579.58,583.26,587.75,593.54,598.72,605.1
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
-718.88,-683.75,-648.88,-613.96,-579.35,-547.23,-512.15,-478.31
574.71,576.71,579.51,582.96,587.6,593.13,598.38,604.7
9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
-719.43,-683.69,-648.75,-613.99,-579.83,-547.66,-512.66,-478.86
574.91,576.43,579.2,582.54,587.41,592.72,597.93,604.44
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
-719.87,-683.52,-648.53,-613.96,-579.78,-548.01,-512.9,-478.51
575.13,576.2,578.85,582.45,587.09,592.88,597.76,603.67
12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
-720.07,-683.25,-648.48,-613.85,-579.78,-547.94,-512.72,-478.23
575.13,575.77,578.38,582.04,586.59,592.0,597.02,602.59
13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
-720.3,-683.46,-648.67,-613.92,-579.99,-547.66,-512.64,-478.03
575.22,575.8,578.38,581.89,586.45,591.61,596.55,601.96
14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
-720.28,-684.09,-648.77,-613.96,-580.34,-547.26,-512.46,-478.15
575.13,576.06,578.31,581.7,586.28,590.89,595.97,601.64
15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
-720.2,-684.35,-649.0,-614.64,-579.99,-546.85,-512.2,-478.36
575.05,576.02,578.32,581.81,585.84,590.31,595.5,601.38
19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
-718.03,-684.33,-649.88,-614.6,-580.22,-547.12,-512.24,-478.45
573.55,575.65,578.16,580.87,584.92,589.04,593.89,599.84
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
-717.97,-684.33,-650.1,-614.59,-580.21,-547.06,-512.53,-478.52
573.46,575.54,578.03,580.64,584.65,588.73,593.8,599.47
21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
-718.28,-684.37,-649.95,-614.91,-580.13,-547.06,-512.69,-478.74
573.57,575.46,577.95,580.66,584.31,588.44,593.62,599.25
22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
-719.02,-684.02,-650.03,-614.8,-580.07,-547.31,-512.7,-478.91
573.96,575.16,577.85,580.51,584.0,588.33,593.24,599.04
23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
-684.0,-650.09,-615.04,-580.06,-547.52,-512.5,-512.5,-479.0
575.06,577.69,580.39,583.75,588.23,592.74,592.74,598.79
24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
-720.73,-683.86,-650.39,-615.15,-580.14,-547.52,-512.4,-478.64
574.87,575.01,577.82,580.22,583.55,587.97,592.29,598.07
