-719.970244	575.495585	623.993865
-648.461231	580.172743	692.493364
-647.248866	580.099395	797.374702
-647.663958	580.798992	832.511986
-616.12297	585.227888	622.228294
-612.755271	584.708315	831.534551
-581.252527	590.020887	621.899631
-580.698377	590.065823	656.823398
-579.58298	589.265328	691.458828
-579.305183	589.494926	726.563563
-579.287992	589.821645	761.683239
-578.097401	589.548888	831.158452
-547.550637	594.93914	656.301659
-546.237998	594.712792	725.678667
-546.446239	595.083197	760.792066
-546.098496	595.214174	830.947601
-513.18252	601.003909	655.445369
-512.878019	601.23159	690.145176
-512.374207	601.046179	725.22436
-478.211428	607.530178	689.878002
-477.857506	607.505322	760.393249
-477.664138	607.544565	795.198094
-719.716706	575.744874	659.19636
-718.914101	575.480171	693.834067
-682.745502	577.086382	763.012667
-682.401897	577.055221	797.915882
-681.614928	576.91433	832.6203
