-578.94797	592.284146	726.583671
-647.347709	582.20696	797.570277
-546.1843	598.907897	831.170394
-511.138096	604.664694	794.816329
-686.381209	579.96753	658.96979
-511.272794	604.427459	759.827907
-717.247456	574.756913	658.937518
-578.512007	591.442047	656.45963
-514.954659	607.697898	726.116199
-581.562638	593.310794	621.984838
-683.276295	577.690079	623.600103
-651.587001	583.759736	623.243334
-579.420774	592.2887	691.448219
-682.945633	577.982915	693.038211
-577.871316	591.977701	796.386991
-647.827456	581.708772	692.444429
-546.95898	598.154811	656.257889
-650.287847	583.894101	763.477527
-549.122701	600.78967	726.843846
-480.523331	613.396372	620.891313
-681.501421	577.880989	797.827009
-614.741025	586.887617	622.173915
-544.204434	597.007184	794.986132
-477.850479	612.532361	795.271858
-615.894817	588.235541	692.252852
-646.960223	581.388691	727.39558
-611.489694	586.322053	831.197
-513.007385	605.486352	690.253212
-647.214205	580.85512	657.37741
-718.13338	575.582847	693.723254
-610.293409	585.008761	795.615629
-682.779274	578.204542	728.272311
-718.913712	575.640698	623.957594
-614.831897	587.20431	657.007754
-613.533076	586.950078	726.863509
-681.070498	578.017687	832.675956
-577.745631	592.26701	831.114515
-578.460877	592.277091	761.476054
-546.635774	598.31356	690.755122
-612.871723	586.815769	761.652689
-478.555616	612.436406	689.946045
-477.223245	612.106215	829.865462
-646.002063	581.727908	831.850438
-545.209823	597.712113	760.412857
-478.163409	612.414465	760.587048
-682.414701	578.325131	763.107205
-547.008874	597.864002	621.210366
