-477.573821	624.956818	829.914565
-546.022148	607.978181	725.915235
-545.600863	607.047404	690.545993
-512.330368	616.474512	725.229525
-612.051454	593.57358	831.885932
-647.709727	587.423299	763.027831
-477.773368	624.488041	760.216059
-578.602365	599.99634	691.478603
-577.767752	600.154451	761.586423
-683.354726	581.665141	658.670843
-578.839573	600.135371	656.712196
-479.851188	625.166697	620.722954
-682.792077	581.042198	623.712916
-647.543757	586.774638	692.755817
-612.707613	592.926502	691.751998
-612.772129	593.576163	761.994294
-510.604706	615.639912	829.651779
-615.955556	594.539073	622.313612
-612.947237	593.821924	797.054148
-479.318187	625.895538	725.558966
-578.749742	600.304535	726.653936
-548.720343	609.108727	621.516867
-714.722328	575.161284	658.822761
-646.010589	586.952189	832.411615
-680.244619	581.073359	832.955517
-680.963712	581.174952	798.264597
-544.979906	607.602026	795.581191
-513.734073	616.919099	655.617449
-681.580156	580.92658	728.259758
-680.630827	580.686817	763.0751
-646.850243	586.60739	727.643258
-647.0281	585.953813	657.562487
-682.044545	581.158899	693.247951
-478.158299	625.230297	795.158656
-580.472626	600.789725	621.97945
-604.1128	593.682061	851.348205
-512.414617	616.215948	690.154897
-612.486903	592.964551	726.874729
-717.797385	576.858868	624.027359
-645.305383	586.112313	797.349595
-613.888512	593.351176	657.025917
-577.200909	600.211718	831.157452
-545.520822	607.60261	760.616431
-716.221474	576.367484	693.755082
-479.125708	625.50022	690.058858
-547.14471	607.959184	656.355927
-511.61969	616.282575	795.139326
-479.013436	625.218688	655.576178
-561.661735	603.54509	867.898114
