1.0000000000	0.0000000000
0.9999999990	0.0000000002
0.9999999961	0.0000000008
0.9999999911	0.0000000019
0.9999999842	0.0000000034
0.9999999753	0.0000000052
0.9999999645	0.0000000075
0.9999999516	0.0000000103
0.9999999368	0.0000000134
0.9999999201	0.0000000170
0.9999999013	0.0000000210
0.9999998806	0.0000000254
0.9999998579	0.0000000302
0.9999998332	0.0000000354
0.9999998066	0.0000000411
0.9999997779	0.0000000472
0.9999997473	0.0000000537
0.9999997148	0.0000000606
0.9999996802	0.0000000679
0.9999996437	0.0000000757
0.9999996052	0.0000000838
0.9999995648	0.0000000924
0.9999995223	0.0000001014
0.9999994779	0.0000001109
0.9999994315	0.0000001207
0.9999993832	0.0000001310
0.9999993328	0.0000001417
0.9999992805	0.0000001528
0.9999992262	0.0000001643
0.9999991700	0.0000001763
0.9999991117	0.0000001886
0.9999990515	0.0000002014
0.9999989894	0.0000002146
0.9999989252	0.0000002282
0.9999988591	0.0000002423
0.9999987910	0.0000002567
0.9999987209	0.0000002716
0.9999986489	0.0000002869
0.9999985748	0.0000003026
0.9999984988	0.0000003188
0.9999984209	0.0000003353
0.9999983409	0.0000003523
0.9999982590	0.0000003697
0.9999981751	0.0000003875
0.9999980892	0.0000004058
0.9999980014	0.0000004244
0.9999979116	0.0000004435
0.9999978198	0.0000004630
0.9999977260	0.0000004829
0.9999976303	0.0000005032
0.9999975326	0.0000005240
0.9999974329	0.0000005451
0.9999973313	0.0000005667
0.9999972276	0.0000005887
0.9999971220	0.0000006112
0.9999970144	0.0000006340
0.9999969049	0.0000006573
0.9999967934	0.0000006809
0.9999966799	0.0000007050
0.9999965644	0.0000007296
0.9999964469	0.0000007545
0.9999963275	0.0000007799
0.9999962061	0.0000008056
0.9999960828	0.0000008318
0.9999959574	0.0000008585
0.9999958301	0.0000008855
0.9999957008	0.0000009130
0.9999955695	0.0000009408
0.9999954363	0.0000009691
0.9999953011	0.0000009978
0.9999951639	0.0000010270
0.9999950247	0.0000010565
0.9999948836	0.0000010865
0.9999947405	0.0000011169
0.9999945954	0.0000011477
0.9999944484	0.0000011789
0.9999942993	0.0000012106
0.9999941483	0.0000012426
0.9999939953	0.0000012751
0.9999938404	0.0000013080
0.9999936835	0.0000013413
0.9999935246	0.0000013751
0.9999933637	0.0000014092
0.9999932008	0.0000014438
0.9999930360	0.0000014788
0.9999928692	0.0000015142
0.9999927005	0.0000015501
0.9999925297	0.0000015863
0.9999923570	0.0000016230
0.9999921823	0.0000016601
0.9999920056	0.0000016976
0.9999918270	0.0000017356
0.9999916464	0.0000017739
0.9999914638	0.0000018127
0.9999912792	0.0000018519
0.9999910927	0.0000018915
0.9999909042	0.0000019315
0.9999907137	0.0000019720
0.9999905213	0.0000020128
0.9999903268	0.0000020541
0.9999901304	0.0000020958
0.9999899321	0.0000021380
0.9999897317	0.0000021805
0.9999895294	0.0000022235
0.9999893251	0.0000022669
0.9999891188	0.0000023107
0.9999889106	0.0000023549
0.9999887003	0.0000023995
0.9999884881	0.0000024446
0.9999882740	0.0000024901
0.9999880578	0.0000025360
0.9999878397	0.0000025823
0.9999876196	0.0000026290
0.9999873976	0.0000026762
0.9999871735	0.0000027237
0.9999869475	0.0000027717
0.9999867195	0.0000028202
0.9999864896	0.0000028690
0.9999862576	0.0000029182
0.9999860237	0.0000029679
0.9999857878	0.0000030180
0.9999855500	0.0000030685
0.9999853102	0.0000031194
0.9999850684	0.0000031708
0.9999848246	0.0000032225
0.9999845788	0.0000032747
0.9999843311	0.0000033273
0.9999840814	0.0000033804
0.9999838297	0.0000034338
0.9999835761	0.0000034877
0.9999833205	0.0000035419
0.9999830629	0.0000035966
0.9999828033	0.0000036518
0.9999825418	0.0000037073
0.9999822782	0.0000037633
0.9999820128	0.0000038196
0.9999817453	0.0000038764
0.9999814759	0.0000039337
0.9999812044	0.0000039913
0.9999809311	0.0000040493
0.9999806557	0.0000041078
0.9999803784	0.0000041667
0.9999800991	0.0000042260
0.9999798178	0.0000042857
0.9999795345	0.0000043459
0.9999792493	0.0000044065
0.9999789621	0.0000044674
0.9999786729	0.0000045289
0.9999783818	0.0000045907
0.9999780887	0.0000046529
0.9999777936	0.0000047156
0.9999774965	0.0000047787
0.9999771974	0.0000048422
0.9999768964	0.0000049061
0.9999765934	0.0000049704
0.9999762885	0.0000050352
0.9999759815	0.0000051004
0.9999756726	0.0000051660
0.9999753617	0.0000052320
0.9999750489	0.0000052984
0.9999747340	0.0000053653
0.9999744172	0.0000054325
0.9999740984	0.0000055002
0.9999737777	0.0000055684
0.9999734549	0.0000056369
0.9999731302	0.0000057058
0.9999728036	0.0000057752
0.9999724749	0.0000058450
0.9999721443	0.0000059152
0.9999718117	0.0000059858
0.9999714771	0.0000060569
0.9999711406	0.0000061283
0.9999708020	0.0000062002
0.9999704616	0.0000062725
0.9999701191	0.0000063452
0.9999697746	0.0000064184
0.9999694282	0.0000064919
0.9999690798	0.0000065659
0.9999687295	0.0000066403
0.9999683771	0.0000067151
0.9999680228	0.0000067904
0.9999676665	0.0000068660
0.9999673083	0.0000069421
0.9999669480	0.0000070186
0.9999665858	0.0000070955
0.9999662217	0.0000071729
0.9999658555	0.0000072506
0.9999654874	0.0000073288
0.9999651173	0.0000074074
0.9999647452	0.0000074864
0.9999643712	0.0000075658
0.9999639951	0.0000076456
0.9999636171	0.0000077259
0.9999632372	0.0000078066
0.9999628552	0.0000078877
0.9999624713	0.0000079692
0.9999620854	0.0000080512
0.9999616975	0.0000081335
0.9999613077	0.0000082163
0.9999609159	0.0000082995
0.9999605221	0.0000083831
0.9999601263	0.0000084672
0.9999597286	0.0000085516
0.9999593289	0.0000086365
0.9999589272	0.0000087218
0.9999585236	0.0000088075
