-479.180406	624.855947	690.043417
-512.107422	615.599781	725.148651
-545.257175	607.266115	795.658511
-511.862688	615.847792	795.181596
-579.919239	599.96604	621.884134
-544.921041	606.19378	690.400797
-615.222688	594.098236	657.256654
-576.588367	599.051872	796.136425
-715.112757	575.329615	658.867364
-477.069273	623.782169	829.568905
-645.18346	585.852998	797.286273
-579.007279	600.716183	762.028122
-646.840745	585.674419	657.530771
-648.310175	586.352353	623.056812
-514.732171	617.764585	690.749789
-680.995234	580.416366	728.088122
-605.926556	594.673549	852.265873
-578.643539	599.994424	726.661045
-560.977789	603.064232	929.811188
-480.528386	626.819622	761.481887
-682.219208	580.795603	658.487654
-718.759184	577.251964	624.056298
-645.726973	585.61618	727.303596
-578.87701	599.855005	691.549201
-616.067675	594.370048	622.304225
-613.337305	593.755936	762.202146
-612.387865	592.057187	691.620022
-576.003625	598.984384	830.589665
-646.700909	586.532931	762.696057
-714.860525	575.486531	693.427918
-611.48725	592.451838	796.411042
-545.211072	607.427613	830.840453
-546.087178	607.380789	725.894795
-682.426365	581.132737	693.290276
-611.915006	593.172347	831.762787
-647.408615	587.648925	833.02045
-544.756571	606.586959	760.320985
-680.062069	580.824876	832.85659
-680.971211	580.789882	763.192523
-612.226894	592.473112	726.775803
-511.732989	615.533348	760.009152
-511.294124	615.64019	829.979831
-480.122292	624.795764	620.731508
-478.312632	624.344734	725.230914
-478.24195	624.553196	795.198982
-579.521061	599.993396	656.784017
-480.197806	625.844325	655.85735
-546.789663	607.293499	656.277219
-680.724366	580.853621	798.148173
